source_roi,target_roi,presence_rate
middletemporal-rh (-0.30),paracentral-lh (-0.29),0.0
paracentral-lh (-0.26),paracentral-lh (-0.29),0.0
paracentral-rh (-0.22),paracentral-lh (-0.29),0.0
parahippocampal-lh (-0.39),paracentral-lh (-0.29),0.0
parahippocampal-rh,paracentral-lh (-0.29),0.0
parahippocampal-rh (-0.28),paracentral-lh (-0.29),0.0
parsopercularis-lh,paracentral-lh (-0.29),0.0
parsopercularis-rh (-0.22),paracentral-lh (-0.29),0.0
parsorbitalis-rh (-0.28),paracentral-lh (-0.29),0.0
parstriangularis-lh,paracentral-lh (-0.29),0.0
parstriangularis-rh,paracentral-lh (-0.29),0.0
pericalcarine-rh,paracentral-lh (-0.29),0.0
posteriorcingulate-lh,paracentral-lh (-0.29),0.0
posteriorcingulate-rh,paracentral-lh (-0.29),0.0
precentral-lh,paracentral-lh (-0.29),0.0
precentral-rh (-0.26),paracentral-lh (-0.29),0.0
precuneus-lh,paracentral-lh (-0.29),0.0
precuneus-rh,paracentral-lh (-0.29),0.0
rostralanteriorcingulate-lh (-0.27),paracentral-lh (-0.29),0.0
rostralanteriorcingulate-lh (-0.33),paracentral-lh (-0.29),0.0
rostralanteriorcingulate-rh (-0.32),paracentral-lh (-0.29),0.0
rostralmiddlefrontal-lh,paracentral-lh (-0.29),0.0
rostralmiddlefrontal-rh (-0.29),paracentral-lh (-0.29),0.0
superiorfrontal-lh (-0.25),paracentral-lh (-0.29),0.0
superiorparietal-lh (-0.34),paracentral-lh (-0.29),0.0
superiorparietal-rh,paracentral-lh (-0.29),0.0
superiortemporal-lh,paracentral-lh (-0.29),0.0
superiortemporal-rh (-0.32),paracentral-lh (-0.29),0.0
supramarginal-lh (-0.36),paracentral-lh (-0.29),0.0
temporalpole-lh (-0.21),paracentral-lh (-0.29),0.0
temporalpole-rh (-0.30),paracentral-lh (-0.29),0.0
bankssts-rh (-0.23),paracentral-rh (-0.22),0.0
bankssts-rh (-0.29),paracentral-rh (-0.22),0.0
caudalanteriorcingulate-lh (-0.38),paracentral-rh (-0.22),0.0
caudalanteriorcingulate-rh (-0.33),paracentral-rh (-0.22),0.0
caudalmiddlefrontal-lh,paracentral-rh (-0.22),0.0
caudalmiddlefrontal-rh (-0.38),paracentral-rh (-0.22),0.0
cuneus-lh,paracentral-rh (-0.22),0.0
entorhinal-lh,paracentral-rh (-0.22),0.0
entorhinal-lh (-0.35),paracentral-rh (-0.22),0.0
entorhinal-rh,paracentral-rh (-0.22),0.0
entorhinal-rh (-0.27),paracentral-rh (-0.22),0.0
frontalpole-rh (-0.28),paracentral-rh (-0.22),0.0
fusiform-rh (-0.23),paracentral-rh (-0.22),0.0
fusiform-rh (-0.24),paracentral-rh (-0.22),0.0
inferiorparietal-lh,paracentral-rh (-0.22),0.0
inferiorparietal-rh (-0.26),paracentral-rh (-0.22),0.0
inferiortemporal-lh (-0.29),paracentral-rh (-0.22),0.0
inferiortemporal-lh (-0.30),paracentral-rh (-0.22),0.0
insula-lh,paracentral-rh (-0.22),0.0
lateraloccipital-lh (-0.31),paracentral-rh (-0.22),0.0
lateraloccipital-rh,paracentral-rh (-0.22),0.0
lateraloccipital-rh (-0.29),paracentral-rh (-0.22),0.0
lateralorbitofrontal-lh,paracentral-rh (-0.22),0.0
lateralorbitofrontal-lh (-0.27),paracentral-rh (-0.22),0.0
lateralorbitofrontal-rh (-0.25),paracentral-rh (-0.22),0.0
lingual-lh,paracentral-rh (-0.22),0.0
lingual-lh (-0.34),paracentral-rh (-0.22),0.0
lingual-rh (-0.28),paracentral-rh (-0.22),0.0
medialorbitofrontal-lh,paracentral-rh (-0.22),0.0
medialorbitofrontal-rh,paracentral-rh (-0.22),0.0
middletemporal-rh (-0.30),paracentral-rh (-0.22),0.0
paracentral-lh (-0.26),paracentral-rh (-0.22),0.0
paracentral-lh (-0.29),paracentral-rh (-0.22),0.0
parahippocampal-lh (-0.39),paracentral-rh (-0.22),0.0
parahippocampal-rh,paracentral-rh (-0.22),0.0
parahippocampal-rh (-0.28),paracentral-rh (-0.22),0.0
parsopercularis-lh,paracentral-rh (-0.22),0.0
parsopercularis-rh (-0.22),paracentral-rh (-0.22),0.0
parsorbitalis-rh (-0.28),paracentral-rh (-0.22),0.0
parstriangularis-lh,paracentral-rh (-0.22),0.0
parstriangularis-rh,paracentral-rh (-0.22),0.0
pericalcarine-rh,paracentral-rh (-0.22),0.0
posteriorcingulate-lh,paracentral-rh (-0.22),0.0
posteriorcingulate-rh,paracentral-rh (-0.22),0.0
precentral-lh,paracentral-rh (-0.22),0.0
precentral-rh (-0.26),paracentral-rh (-0.22),0.0
precuneus-lh,paracentral-rh (-0.22),0.0
precuneus-rh,paracentral-rh (-0.22),0.0
rostralanteriorcingulate-lh (-0.27),paracentral-rh (-0.22),0.0
rostralanteriorcingulate-lh (-0.33),paracentral-rh (-0.22),0.0
rostralanteriorcingulate-rh (-0.32),paracentral-rh (-0.22),0.0
rostralmiddlefrontal-lh,paracentral-rh (-0.22),0.0
rostralmiddlefrontal-rh (-0.29),paracentral-rh (-0.22),0.0
superiorfrontal-lh (-0.25),paracentral-rh (-0.22),0.0
superiorparietal-lh (-0.34),paracentral-rh (-0.22),0.0
superiorparietal-rh,paracentral-rh (-0.22),0.0
superiortemporal-lh,paracentral-rh (-0.22),0.0
superiortemporal-rh (-0.32),paracentral-rh (-0.22),0.0
supramarginal-lh (-0.36),paracentral-rh (-0.22),0.0
temporalpole-lh (-0.21),paracentral-rh (-0.22),0.0
temporalpole-rh (-0.30),paracentral-rh (-0.22),0.0
bankssts-rh (-0.23),parahippocampal-lh (-0.39),0.0
bankssts-rh (-0.29),parahippocampal-lh (-0.39),0.0
caudalanteriorcingulate-lh (-0.38),parahippocampal-lh (-0.39),0.0
caudalanteriorcingulate-rh (-0.33),parahippocampal-lh (-0.39),0.0
caudalmiddlefrontal-lh,parahippocampal-lh (-0.39),0.0
caudalmiddlefrontal-rh (-0.38),parahippocampal-lh (-0.39),0.0
cuneus-lh,parahippocampal-lh (-0.39),0.0
entorhinal-lh,parahippocampal-lh (-0.39),0.0
entorhinal-lh (-0.35),parahippocampal-lh (-0.39),0.0
entorhinal-rh,parahippocampal-lh (-0.39),0.0
entorhinal-rh (-0.27),parahippocampal-lh (-0.39),0.0
frontalpole-rh (-0.28),parahippocampal-lh (-0.39),0.0
fusiform-rh (-0.23),parahippocampal-lh (-0.39),0.0
fusiform-rh (-0.24),parahippocampal-lh (-0.39),0.0
inferiorparietal-lh,parahippocampal-lh (-0.39),0.0
inferiorparietal-rh (-0.26),parahippocampal-lh (-0.39),0.0
inferiortemporal-lh (-0.29),parahippocampal-lh (-0.39),0.0
inferiortemporal-lh (-0.30),parahippocampal-lh (-0.39),0.0
insula-lh,parahippocampal-lh (-0.39),0.0
lateraloccipital-lh (-0.31),parahippocampal-lh (-0.39),0.0
lateraloccipital-rh,parahippocampal-lh (-0.39),0.0
lateraloccipital-rh (-0.29),parahippocampal-lh (-0.39),0.0
lateralorbitofrontal-lh,parahippocampal-lh (-0.39),0.0
lateralorbitofrontal-lh (-0.27),parahippocampal-lh (-0.39),0.0
lateralorbitofrontal-rh (-0.25),parahippocampal-lh (-0.39),0.0
lingual-lh,parahippocampal-lh (-0.39),0.0
lingual-lh (-0.34),parahippocampal-lh (-0.39),0.0
lingual-rh (-0.28),parahippocampal-lh (-0.39),0.0
medialorbitofrontal-lh,parahippocampal-lh (-0.39),0.0
medialorbitofrontal-rh,parahippocampal-lh (-0.39),0.0
middletemporal-rh (-0.30),parahippocampal-lh (-0.39),0.0
paracentral-lh (-0.26),parahippocampal-lh (-0.39),0.0
paracentral-lh (-0.29),parahippocampal-lh (-0.39),0.0
paracentral-rh (-0.22),parahippocampal-lh (-0.39),0.0
parahippocampal-rh,parahippocampal-lh (-0.39),0.0
parahippocampal-rh (-0.28),parahippocampal-lh (-0.39),0.0
parsopercularis-lh,parahippocampal-lh (-0.39),0.0
parsopercularis-rh (-0.22),parahippocampal-lh (-0.39),0.0
parsorbitalis-rh (-0.28),parahippocampal-lh (-0.39),0.0
parstriangularis-lh,parahippocampal-lh (-0.39),0.0
parstriangularis-rh,parahippocampal-lh (-0.39),0.0
pericalcarine-rh,parahippocampal-lh (-0.39),0.0
posteriorcingulate-lh,parahippocampal-lh (-0.39),0.0
posteriorcingulate-rh,parahippocampal-lh (-0.39),0.0
precentral-lh,parahippocampal-lh (-0.39),0.0
precentral-rh (-0.26),parahippocampal-lh (-0.39),0.0
precuneus-lh,parahippocampal-lh (-0.39),0.0
precuneus-rh,parahippocampal-lh (-0.39),0.0
rostralanteriorcingulate-lh (-0.27),parahippocampal-lh (-0.39),0.0
rostralanteriorcingulate-lh (-0.33),parahippocampal-lh (-0.39),0.0
rostralanteriorcingulate-rh (-0.32),parahippocampal-lh (-0.39),0.0
rostralmiddlefrontal-lh,parahippocampal-lh (-0.39),0.0
rostralmiddlefrontal-rh (-0.29),parahippocampal-lh (-0.39),0.0
superiorfrontal-lh (-0.25),parahippocampal-lh (-0.39),0.0
superiorparietal-lh (-0.34),parahippocampal-lh (-0.39),0.0
superiorparietal-rh,parahippocampal-lh (-0.39),0.0
superiortemporal-lh,parahippocampal-lh (-0.39),0.0
superiortemporal-rh (-0.32),parahippocampal-lh (-0.39),0.0
supramarginal-lh (-0.36),parahippocampal-lh (-0.39),0.0
temporalpole-lh (-0.21),parahippocampal-lh (-0.39),0.0
temporalpole-rh (-0.30),parahippocampal-lh (-0.39),0.0
bankssts-rh (-0.23),parahippocampal-rh,0.0
bankssts-rh (-0.29),parahippocampal-rh,0.8333333333333334
caudalanteriorcingulate-lh (-0.38),parahippocampal-rh,0.0
caudalanteriorcingulate-rh (-0.33),parahippocampal-rh,0.0
caudalmiddlefrontal-lh,parahippocampal-rh,0.8055555555555557
caudalmiddlefrontal-rh (-0.38),parahippocampal-rh,0.0
cuneus-lh,parahippocampal-rh,0.9166666666666666
entorhinal-lh,parahippocampal-rh,0.6666666666666666
entorhinal-lh (-0.35),parahippocampal-rh,0.0
entorhinal-rh,parahippocampal-rh,0.0
entorhinal-rh (-0.27),parahippocampal-rh,0.8333333333333334
frontalpole-rh (-0.28),parahippocampal-rh,0.0
fusiform-rh (-0.23),parahippocampal-rh,0.5833333333333334
fusiform-rh (-0.24),parahippocampal-rh,0.0
inferiorparietal-lh,parahippocampal-rh,0.7027559055118109
inferiorparietal-rh (-0.26),parahippocampal-rh,0.0
inferiortemporal-lh (-0.29),parahippocampal-rh,0.0
inferiortemporal-lh (-0.30),parahippocampal-rh,0.4166666666666667
insula-lh,parahippocampal-rh,0.9166666666666665
lateraloccipital-lh (-0.31),parahippocampal-rh,0.0
lateraloccipital-rh,parahippocampal-rh,0.6666666666666666
lateraloccipital-rh (-0.29),parahippocampal-rh,0.8333333333333334
lateralorbitofrontal-lh,parahippocampal-rh,0.9166666666666666
lateralorbitofrontal-lh (-0.27),parahippocampal-rh,0.0
lateralorbitofrontal-rh (-0.25),parahippocampal-rh,0.0
lingual-lh,parahippocampal-rh,0.6666666666666667
lingual-lh (-0.34),parahippocampal-rh,0.4166666666666667
lingual-rh (-0.28),parahippocampal-rh,0.4166666666666667
medialorbitofrontal-lh,parahippocampal-rh,0.5833333333333334
medialorbitofrontal-rh,parahippocampal-rh,0.8333333333333334
middletemporal-rh (-0.30),parahippocampal-rh,0.0
paracentral-lh (-0.26),parahippocampal-rh,0.5833333333333334
paracentral-lh (-0.29),parahippocampal-rh,0.0
paracentral-rh (-0.22),parahippocampal-rh,0.0
parahippocampal-lh (-0.39),parahippocampal-rh,0.0
parahippocampal-rh (-0.28),parahippocampal-rh,0.8333333333333334
parsopercularis-lh,parahippocampal-rh,0.7499999999999999
parsopercularis-rh (-0.22),parahippocampal-rh,0.5833333333333334
parsorbitalis-rh (-0.28),parahippocampal-rh,0.0
parstriangularis-lh,parahippocampal-rh,0.75
parstriangularis-rh,parahippocampal-rh,0.7234848484848484
pericalcarine-rh,parahippocampal-rh,0.4166666666666667
posteriorcingulate-lh,parahippocampal-rh,0.6787531806615775
posteriorcingulate-rh,parahippocampal-rh,0.6893524851801185
precentral-lh,parahippocampal-rh,0.6666666666666666
precentral-rh (-0.26),parahippocampal-rh,0.0
precuneus-lh,parahippocampal-rh,0.8333333333333334
precuneus-rh,parahippocampal-rh,0.9166666666666666
rostralanteriorcingulate-lh (-0.27),parahippocampal-rh,0.0
rostralanteriorcingulate-lh (-0.33),parahippocampal-rh,0.0
rostralanteriorcingulate-rh (-0.32),parahippocampal-rh,0.0
rostralmiddlefrontal-lh,parahippocampal-rh,0.8333333333333334
rostralmiddlefrontal-rh (-0.29),parahippocampal-rh,0.0
superiorfrontal-lh (-0.25),parahippocampal-rh,0.0
superiorparietal-lh (-0.34),parahippocampal-rh,0.0
superiorparietal-rh,parahippocampal-rh,0.8333333333333335
superiortemporal-lh,parahippocampal-rh,0.9166666666666666
superiortemporal-rh (-0.32),parahippocampal-rh,0.8333333333333334
supramarginal-lh (-0.36),parahippocampal-rh,0.0
temporalpole-lh (-0.21),parahippocampal-rh,0.0
temporalpole-rh (-0.30),parahippocampal-rh,0.8333333333333334
bankssts-rh (-0.23),parahippocampal-rh (-0.28),0.0
bankssts-rh (-0.29),parahippocampal-rh (-0.28),0.0
caudalanteriorcingulate-lh (-0.38),parahippocampal-rh (-0.28),0.0
caudalanteriorcingulate-rh (-0.33),parahippocampal-rh (-0.28),0.0
caudalmiddlefrontal-lh,parahippocampal-rh (-0.28),0.8888888888888888
caudalmiddlefrontal-rh (-0.38),parahippocampal-rh (-0.28),0.0
cuneus-lh,parahippocampal-rh (-0.28),0.75
entorhinal-lh,parahippocampal-rh (-0.28),0.75
entorhinal-lh (-0.35),parahippocampal-rh (-0.28),0.0
entorhinal-rh,parahippocampal-rh (-0.28),0.9166666666666666
entorhinal-rh (-0.27),parahippocampal-rh (-0.28),0.0
frontalpole-rh (-0.28),parahippocampal-rh (-0.28),0.0
fusiform-rh (-0.23),parahippocampal-rh (-0.28),0.5833333333333334
fusiform-rh (-0.24),parahippocampal-rh (-0.28),0.0
inferiorparietal-lh,parahippocampal-rh (-0.28),0.6194225721784777
inferiorparietal-rh (-0.26),parahippocampal-rh (-0.28),0.0
inferiortemporal-lh (-0.29),parahippocampal-rh (-0.28),0.0
inferiortemporal-lh (-0.30),parahippocampal-rh (-0.28),0.8333333333333334
insula-lh,parahippocampal-rh (-0.28),0.9166666666666665
lateraloccipital-lh (-0.31),parahippocampal-rh (-0.28),0.0
lateraloccipital-rh,parahippocampal-rh (-0.28),0.5833333333333333
lateraloccipital-rh (-0.29),parahippocampal-rh (-0.28),0.8333333333333334
lateralorbitofrontal-lh,parahippocampal-rh (-0.28),0.7500000000000001
lateralorbitofrontal-lh (-0.27),parahippocampal-rh (-0.28),0.0
lateralorbitofrontal-rh (-0.25),parahippocampal-rh (-0.28),0.0
lingual-lh,parahippocampal-rh (-0.28),0.75
lingual-lh (-0.34),parahippocampal-rh (-0.28),0.8333333333333334
lingual-rh (-0.28),parahippocampal-rh (-0.28),0.8333333333333334
medialorbitofrontal-lh,parahippocampal-rh (-0.28),0.7499999999999999
medialorbitofrontal-rh,parahippocampal-rh (-0.28),0.7916666666666667
middletemporal-rh (-0.30),parahippocampal-rh (-0.28),0.0
paracentral-lh (-0.26),parahippocampal-rh (-0.28),0.5833333333333334
paracentral-lh (-0.29),parahippocampal-rh (-0.28),0.0
paracentral-rh (-0.22),parahippocampal-rh (-0.28),0.0
parahippocampal-lh (-0.39),parahippocampal-rh (-0.28),0.0
parahippocampal-rh,parahippocampal-rh (-0.28),0.9166666666666666
parsopercularis-lh,parahippocampal-rh (-0.28),0.7777777777777778
parsopercularis-rh (-0.22),parahippocampal-rh (-0.28),0.5833333333333334
parsorbitalis-rh (-0.28),parahippocampal-rh (-0.28),0.0
parstriangularis-lh,parahippocampal-rh (-0.28),0.6666666666666666
parstriangularis-rh,parahippocampal-rh (-0.28),0.8106060606060604
pericalcarine-rh,parahippocampal-rh (-0.28),0.5
posteriorcingulate-lh,parahippocampal-rh (-0.28),0.75
posteriorcingulate-rh,parahippocampal-rh (-0.28),0.7500000000000001
precentral-lh,parahippocampal-rh (-0.28),0.5833333333333334
precentral-rh (-0.26),parahippocampal-rh (-0.28),0.0
precuneus-lh,parahippocampal-rh (-0.28),0.8333333333333334
precuneus-rh,parahippocampal-rh (-0.28),0.9166666666666666
rostralanteriorcingulate-lh (-0.27),parahippocampal-rh (-0.28),0.0
rostralanteriorcingulate-lh (-0.33),parahippocampal-rh (-0.28),0.0
rostralanteriorcingulate-rh (-0.32),parahippocampal-rh (-0.28),0.0
rostralmiddlefrontal-lh,parahippocampal-rh (-0.28),0.8333333333333334
rostralmiddlefrontal-rh (-0.29),parahippocampal-rh (-0.28),0.0
superiorfrontal-lh (-0.25),parahippocampal-rh (-0.28),0.0
superiorparietal-lh (-0.34),parahippocampal-rh (-0.28),0.0
superiorparietal-rh,parahippocampal-rh (-0.28),0.8333333333333335
superiortemporal-lh,parahippocampal-rh (-0.28),0.75
superiortemporal-rh (-0.32),parahippocampal-rh (-0.28),0.8333333333333334
supramarginal-lh (-0.36),parahippocampal-rh (-0.28),0.0
temporalpole-lh (-0.21),parahippocampal-rh (-0.28),0.0
temporalpole-rh (-0.30),parahippocampal-rh (-0.28),0.8333333333333334
bankssts-rh (-0.23),parsopercularis-lh,0.0
bankssts-rh (-0.29),parsopercularis-lh,0.9166666666666665
caudalanteriorcingulate-lh (-0.38),parsopercularis-lh,0.0
caudalanteriorcingulate-rh (-0.33),parsopercularis-lh,0.0
caudalmiddlefrontal-lh,parsopercularis-lh,0.8333333333333333
caudalmiddlefrontal-rh (-0.38),parsopercularis-lh,0.0
cuneus-lh,parsopercularis-lh,0.888888888888889
entorhinal-lh,parsopercularis-lh,0.75
entorhinal-lh (-0.35),parsopercularis-lh,0.0
entorhinal-rh,parsopercularis-lh,0.861111111111111
entorhinal-rh (-0.27),parsopercularis-lh,0.9166666666666665
frontalpole-rh (-0.28),parsopercularis-lh,0.0
fusiform-rh (-0.23),parsopercularis-lh,0.5
fusiform-rh (-0.24),parsopercularis-lh,0.0
inferiorparietal-lh,parsopercularis-lh,0.68416447944007
inferiorparietal-rh (-0.26),parsopercularis-lh,0.0
inferiortemporal-lh (-0.29),parsopercularis-lh,0.0
inferiortemporal-lh (-0.30),parsopercularis-lh,0.5833333333333333
insula-lh,parsopercularis-lh,0.8611111111111109
lateraloccipital-lh (-0.31),parsopercularis-lh,0.0
lateraloccipital-rh,parsopercularis-lh,0.6666666666666666
lateraloccipital-rh (-0.29),parsopercularis-lh,0.9444444444444444
lateralorbitofrontal-lh,parsopercularis-lh,0.888888888888889
lateralorbitofrontal-lh (-0.27),parsopercularis-lh,0.0
lateralorbitofrontal-rh (-0.25),parsopercularis-lh,0.0
lingual-lh,parsopercularis-lh,0.7500000000000001
lingual-lh (-0.34),parsopercularis-lh,0.5833333333333333
lingual-rh (-0.28),parsopercularis-lh,0.5833333333333333
medialorbitofrontal-lh,parsopercularis-lh,0.75
medialorbitofrontal-rh,parsopercularis-lh,0.8333333333333334
middletemporal-rh (-0.30),parsopercularis-lh,0.0
paracentral-lh (-0.26),parsopercularis-lh,0.5
paracentral-lh (-0.29),parsopercularis-lh,0.0
paracentral-rh (-0.22),parsopercularis-lh,0.0
parahippocampal-lh (-0.39),parsopercularis-lh,0.0
parahippocampal-rh,parsopercularis-lh,0.861111111111111
parahippocampal-rh (-0.28),parsopercularis-lh,0.9166666666666665
parsopercularis-rh (-0.22),parsopercularis-lh,0.5
parsorbitalis-rh (-0.28),parsopercularis-lh,0.0
parstriangularis-lh,parsopercularis-lh,0.8888888888888888
parstriangularis-rh,parsopercularis-lh,0.755050505050505
pericalcarine-rh,parsopercularis-lh,0.5
posteriorcingulate-lh,parsopercularis-lh,0.6545801526717557
posteriorcingulate-rh,parsopercularis-lh,0.6439808481532148
precentral-lh,parsopercularis-lh,0.6666666666666665
precentral-rh (-0.26),parsopercularis-lh,0.0
precuneus-lh,parsopercularis-lh,0.8888888888888888
precuneus-rh,parsopercularis-lh,0.861111111111111
rostralanteriorcingulate-lh (-0.27),parsopercularis-lh,0.0
rostralanteriorcingulate-lh (-0.33),parsopercularis-lh,0.0
rostralanteriorcingulate-rh (-0.32),parsopercularis-lh,0.0
rostralmiddlefrontal-lh,parsopercularis-lh,0.8888888888888888
rostralmiddlefrontal-rh (-0.29),parsopercularis-lh,0.0
superiorfrontal-lh (-0.25),parsopercularis-lh,0.0
superiorparietal-lh (-0.34),parsopercularis-lh,0.0
superiorparietal-rh,parsopercularis-lh,0.8888888888888888
superiortemporal-lh,parsopercularis-lh,0.8055555555555557
superiortemporal-rh (-0.32),parsopercularis-lh,0.9444444444444444
supramarginal-lh (-0.36),parsopercularis-lh,0.0
temporalpole-lh (-0.21),parsopercularis-lh,0.0
temporalpole-rh (-0.30),parsopercularis-lh,0.9444444444444444
bankssts-rh (-0.23),parsopercularis-rh (-0.22),0.0
bankssts-rh (-0.29),parsopercularis-rh (-0.22),0.75
caudalanteriorcingulate-lh (-0.38),parsopercularis-rh (-0.22),0.0
caudalanteriorcingulate-rh (-0.33),parsopercularis-rh (-0.22),0.0
caudalmiddlefrontal-lh,parsopercularis-rh (-0.22),0.7777777777777778
caudalmiddlefrontal-rh (-0.38),parsopercularis-rh (-0.22),0.0
cuneus-lh,parsopercularis-rh (-0.22),0.8333333333333333
entorhinal-lh,parsopercularis-rh (-0.22),0.5
entorhinal-lh (-0.35),parsopercularis-rh (-0.22),0.0
entorhinal-rh,parsopercularis-rh (-0.22),0.9166666666666666
entorhinal-rh (-0.27),parsopercularis-rh (-0.22),0.75
frontalpole-rh (-0.28),parsopercularis-rh (-0.22),0.0
fusiform-rh (-0.23),parsopercularis-rh (-0.22),0.0
fusiform-rh (-0.24),parsopercularis-rh (-0.22),0.0
inferiorparietal-lh,parsopercularis-rh (-0.22),0.8221784776902887
inferiorparietal-rh (-0.26),parsopercularis-rh (-0.22),0.0
inferiortemporal-lh (-0.29),parsopercularis-rh (-0.22),0.0
inferiortemporal-lh (-0.30),parsopercularis-rh (-0.22),0.75
insula-lh,parsopercularis-rh (-0.22),0.8333333333333334
lateraloccipital-lh (-0.31),parsopercularis-rh (-0.22),0.0
lateraloccipital-rh,parsopercularis-rh (-0.22),0.5833333333333333
lateraloccipital-rh (-0.29),parsopercularis-rh (-0.22),0.9166666666666665
lateralorbitofrontal-lh,parsopercularis-rh (-0.22),0.8333333333333335
lateralorbitofrontal-lh (-0.27),parsopercularis-rh (-0.22),0.0
lateralorbitofrontal-rh (-0.25),parsopercularis-rh (-0.22),0.0
lingual-lh,parsopercularis-rh (-0.22),0.5
lingual-lh (-0.34),parsopercularis-rh (-0.22),0.75
lingual-rh (-0.28),parsopercularis-rh (-0.22),0.75
medialorbitofrontal-lh,parsopercularis-rh (-0.22),0.6666666666666666
medialorbitofrontal-rh,parsopercularis-rh (-0.22),0.7083333333333333
middletemporal-rh (-0.30),parsopercularis-rh (-0.22),0.0
paracentral-lh (-0.26),parsopercularis-rh (-0.22),0.0
paracentral-lh (-0.29),parsopercularis-rh (-0.22),0.0
paracentral-rh (-0.22),parsopercularis-rh (-0.22),0.0
parahippocampal-lh (-0.39),parsopercularis-rh (-0.22),0.0
parahippocampal-rh,parsopercularis-rh (-0.22),0.9166666666666666
parahippocampal-rh (-0.28),parsopercularis-rh (-0.22),0.75
parsopercularis-lh,parsopercularis-rh (-0.22),0.7222222222222221
parsorbitalis-rh (-0.28),parsopercularis-rh (-0.22),0.0
parstriangularis-lh,parsopercularis-rh (-0.22),0.9166666666666666
parstriangularis-rh,parsopercularis-rh (-0.22),0.75
pericalcarine-rh,parsopercularis-rh (-0.22),0.5
posteriorcingulate-lh,parsopercularis-rh (-0.22),0.7143765903307887
posteriorcingulate-rh,parsopercularis-rh (-0.22),0.7196762425900594
precentral-lh,parsopercularis-rh (-0.22),0.5833333333333334
precentral-rh (-0.26),parsopercularis-rh (-0.22),0.0
precuneus-lh,parsopercularis-rh (-0.22),0.9166666666666666
precuneus-rh,parsopercularis-rh (-0.22),0.8333333333333334
rostralanteriorcingulate-lh (-0.27),parsopercularis-rh (-0.22),0.0
rostralanteriorcingulate-lh (-0.33),parsopercularis-rh (-0.22),0.0
rostralanteriorcingulate-rh (-0.32),parsopercularis-rh (-0.22),0.0
rostralmiddlefrontal-lh,parsopercularis-rh (-0.22),0.8333333333333334
rostralmiddlefrontal-rh (-0.29),parsopercularis-rh (-0.22),0.0
superiorfrontal-lh (-0.25),parsopercularis-rh (-0.22),0.0
superiorparietal-lh (-0.34),parsopercularis-rh (-0.22),0.0
superiorparietal-rh,parsopercularis-rh (-0.22),0.9166666666666667
superiortemporal-lh,parsopercularis-rh (-0.22),0.8333333333333334
superiortemporal-rh (-0.32),parsopercularis-rh (-0.22),0.9166666666666665
supramarginal-lh (-0.36),parsopercularis-rh (-0.22),0.0
temporalpole-lh (-0.21),parsopercularis-rh (-0.22),0.0
temporalpole-rh (-0.30),parsopercularis-rh (-0.22),0.9166666666666665
bankssts-rh (-0.23),parsorbitalis-rh (-0.28),0.0
bankssts-rh (-0.29),parsorbitalis-rh (-0.28),0.0
caudalanteriorcingulate-lh (-0.38),parsorbitalis-rh (-0.28),0.0
caudalanteriorcingulate-rh (-0.33),parsorbitalis-rh (-0.28),0.0
caudalmiddlefrontal-lh,parsorbitalis-rh (-0.28),0.0
caudalmiddlefrontal-rh (-0.38),parsorbitalis-rh (-0.28),0.0
cuneus-lh,parsorbitalis-rh (-0.28),0.0
entorhinal-lh,parsorbitalis-rh (-0.28),0.0
entorhinal-lh (-0.35),parsorbitalis-rh (-0.28),0.0
entorhinal-rh,parsorbitalis-rh (-0.28),0.0
entorhinal-rh (-0.27),parsorbitalis-rh (-0.28),0.0
frontalpole-rh (-0.28),parsorbitalis-rh (-0.28),0.0
fusiform-rh (-0.23),parsorbitalis-rh (-0.28),0.0
fusiform-rh (-0.24),parsorbitalis-rh (-0.28),0.0
inferiorparietal-lh,parsorbitalis-rh (-0.28),0.0
inferiorparietal-rh (-0.26),parsorbitalis-rh (-0.28),0.0
inferiortemporal-lh (-0.29),parsorbitalis-rh (-0.28),0.0
inferiortemporal-lh (-0.30),parsorbitalis-rh (-0.28),0.0
insula-lh,parsorbitalis-rh (-0.28),0.0
lateraloccipital-lh (-0.31),parsorbitalis-rh (-0.28),0.0
lateraloccipital-rh,parsorbitalis-rh (-0.28),0.0
lateraloccipital-rh (-0.29),parsorbitalis-rh (-0.28),0.0
lateralorbitofrontal-lh,parsorbitalis-rh (-0.28),0.0
lateralorbitofrontal-lh (-0.27),parsorbitalis-rh (-0.28),0.0
lateralorbitofrontal-rh (-0.25),parsorbitalis-rh (-0.28),0.0
lingual-lh,parsorbitalis-rh (-0.28),0.0
lingual-lh (-0.34),parsorbitalis-rh (-0.28),0.0
lingual-rh (-0.28),parsorbitalis-rh (-0.28),0.0
medialorbitofrontal-lh,parsorbitalis-rh (-0.28),0.0
medialorbitofrontal-rh,parsorbitalis-rh (-0.28),0.0
middletemporal-rh (-0.30),parsorbitalis-rh (-0.28),0.0
paracentral-lh (-0.26),parsorbitalis-rh (-0.28),0.0
paracentral-lh (-0.29),parsorbitalis-rh (-0.28),0.0
paracentral-rh (-0.22),parsorbitalis-rh (-0.28),0.0
parahippocampal-lh (-0.39),parsorbitalis-rh (-0.28),0.0
parahippocampal-rh,parsorbitalis-rh (-0.28),0.0
parahippocampal-rh (-0.28),parsorbitalis-rh (-0.28),0.0
parsopercularis-lh,parsorbitalis-rh (-0.28),0.0
parsopercularis-rh (-0.22),parsorbitalis-rh (-0.28),0.0
