source_roi,target_roi,diff_rate
temporalpole-lh (-0.21),caudalanteriorcingulate-rh (-0.33),0.0
temporalpole-rh (-0.30),caudalanteriorcingulate-rh (-0.33),0.0
bankssts-rh (-0.23),caudalmiddlefrontal-lh,0.0
bankssts-rh (-0.29),caudalmiddlefrontal-lh,0.2777777777777777
caudalanteriorcingulate-lh (-0.38),caudalmiddlefrontal-lh,0.0
caudalanteriorcingulate-rh (-0.33),caudalmiddlefrontal-lh,0.0
caudalmiddlefrontal-rh (-0.38),caudalmiddlefrontal-lh,0.0
cuneus-lh,caudalmiddlefrontal-lh,0.13888888888888884
entorhinal-lh,caudalmiddlefrontal-lh,0.02777777777777779
entorhinal-lh (-0.35),caudalmiddlefrontal-lh,0.0
entorhinal-rh,caudalmiddlefrontal-lh,0.02777777777777779
entorhinal-rh (-0.27),caudalmiddlefrontal-lh,0.2777777777777777
frontalpole-rh (-0.28),caudalmiddlefrontal-lh,0.0
fusiform-rh (-0.23),caudalmiddlefrontal-lh,-0.16666666666666663
fusiform-rh (-0.24),caudalmiddlefrontal-lh,0.0
inferiorparietal-lh,caudalmiddlefrontal-lh,0.06014873140857391
inferiorparietal-rh (-0.26),caudalmiddlefrontal-lh,0.0
inferiortemporal-lh (-0.29),caudalmiddlefrontal-lh,0.0
inferiortemporal-lh (-0.30),caudalmiddlefrontal-lh,-0.05555555555555558
insula-lh,caudalmiddlefrontal-lh,0.3055555555555556
lateraloccipital-lh (-0.31),caudalmiddlefrontal-lh,0.0
lateraloccipital-rh,caudalmiddlefrontal-lh,-0.11111111111111105
lateraloccipital-rh (-0.29),caudalmiddlefrontal-lh,-0.05555555555555547
lateralorbitofrontal-lh,caudalmiddlefrontal-lh,0.13888888888888884
lateralorbitofrontal-lh (-0.27),caudalmiddlefrontal-lh,0.0
lateralorbitofrontal-rh (-0.25),caudalmiddlefrontal-lh,0.0
lingual-lh,caudalmiddlefrontal-lh,0.02777777777777779
lingual-lh (-0.34),caudalmiddlefrontal-lh,-0.05555555555555558
lingual-rh (-0.28),caudalmiddlefrontal-lh,-0.05555555555555558
medialorbitofrontal-lh,caudalmiddlefrontal-lh,0.08333333333333348
medialorbitofrontal-rh,caudalmiddlefrontal-lh,-0.05555555555555558
middletemporal-rh (-0.30),caudalmiddlefrontal-lh,0.0
paracentral-lh (-0.26),caudalmiddlefrontal-lh,-0.16666666666666663
paracentral-lh (-0.29),caudalmiddlefrontal-lh,0.0
paracentral-rh (-0.22),caudalmiddlefrontal-lh,0.0
parahippocampal-lh (-0.39),caudalmiddlefrontal-lh,0.0
parahippocampal-rh,caudalmiddlefrontal-lh,0.02777777777777768
parahippocampal-rh (-0.28),caudalmiddlefrontal-lh,0.2777777777777777
parsopercularis-lh,caudalmiddlefrontal-lh,0.04166666666666674
parsopercularis-rh (-0.22),caudalmiddlefrontal-lh,-0.16666666666666663
parsorbitalis-rh (-0.28),caudalmiddlefrontal-lh,0.0
parstriangularis-lh,caudalmiddlefrontal-lh,0.13888888888888884
parstriangularis-rh,caudalmiddlefrontal-lh,0.05681818181818166
pericalcarine-rh,caudalmiddlefrontal-lh,0.05555555555555547
posteriorcingulate-lh,caudalmiddlefrontal-lh,-0.09160305343511443
posteriorcingulate-rh,caudalmiddlefrontal-lh,-0.11103511171910607
precentral-lh,caudalmiddlefrontal-lh,-0.11111111111111105
precentral-rh (-0.26),caudalmiddlefrontal-lh,0.0
precuneus-lh,caudalmiddlefrontal-lh,-0.05555555555555569
precuneus-rh,caudalmiddlefrontal-lh,0.30555555555555547
rostralanteriorcingulate-lh (-0.27),caudalmiddlefrontal-lh,0.0
rostralanteriorcingulate-lh (-0.33),caudalmiddlefrontal-lh,0.0
rostralanteriorcingulate-rh (-0.32),caudalmiddlefrontal-lh,0.0
rostralmiddlefrontal-lh,caudalmiddlefrontal-lh,0.0
rostralmiddlefrontal-rh (-0.29),caudalmiddlefrontal-lh,0.0
superiorfrontal-lh (-0.25),caudalmiddlefrontal-lh,0.0
superiorparietal-lh (-0.34),caudalmiddlefrontal-lh,0.0
superiorparietal-rh,caudalmiddlefrontal-lh,-0.05555555555555569
superiortemporal-lh,caudalmiddlefrontal-lh,-0.08333333333333348
superiortemporal-rh (-0.32),caudalmiddlefrontal-lh,-0.05555555555555547
supramarginal-lh (-0.36),caudalmiddlefrontal-lh,0.0
temporalpole-lh (-0.21),caudalmiddlefrontal-lh,0.0
temporalpole-rh (-0.30),caudalmiddlefrontal-lh,-0.05555555555555547
bankssts-rh (-0.23),caudalmiddlefrontal-rh (-0.38),0.0
bankssts-rh (-0.29),caudalmiddlefrontal-rh (-0.38),0.0
caudalanteriorcingulate-lh (-0.38),caudalmiddlefrontal-rh (-0.38),0.0
caudalanteriorcingulate-rh (-0.33),caudalmiddlefrontal-rh (-0.38),0.0
caudalmiddlefrontal-lh,caudalmiddlefrontal-rh (-0.38),0.0
cuneus-lh,caudalmiddlefrontal-rh (-0.38),0.0
entorhinal-lh,caudalmiddlefrontal-rh (-0.38),0.0
entorhinal-lh (-0.35),caudalmiddlefrontal-rh (-0.38),0.0
entorhinal-rh,caudalmiddlefrontal-rh (-0.38),0.0
entorhinal-rh (-0.27),caudalmiddlefrontal-rh (-0.38),0.0
frontalpole-rh (-0.28),caudalmiddlefrontal-rh (-0.38),0.0
fusiform-rh (-0.23),caudalmiddlefrontal-rh (-0.38),0.0
fusiform-rh (-0.24),caudalmiddlefrontal-rh (-0.38),0.0
inferiorparietal-lh,caudalmiddlefrontal-rh (-0.38),0.0
inferiorparietal-rh (-0.26),caudalmiddlefrontal-rh (-0.38),0.0
inferiortemporal-lh (-0.29),caudalmiddlefrontal-rh (-0.38),0.0
inferiortemporal-lh (-0.30),caudalmiddlefrontal-rh (-0.38),0.0
insula-lh,caudalmiddlefrontal-rh (-0.38),0.0
lateraloccipital-lh (-0.31),caudalmiddlefrontal-rh (-0.38),0.0
lateraloccipital-rh,caudalmiddlefrontal-rh (-0.38),0.0
lateraloccipital-rh (-0.29),caudalmiddlefrontal-rh (-0.38),0.0
lateralorbitofrontal-lh,caudalmiddlefrontal-rh (-0.38),0.0
lateralorbitofrontal-lh (-0.27),caudalmiddlefrontal-rh (-0.38),0.0
lateralorbitofrontal-rh (-0.25),caudalmiddlefrontal-rh (-0.38),0.0
lingual-lh,caudalmiddlefrontal-rh (-0.38),0.0
lingual-lh (-0.34),caudalmiddlefrontal-rh (-0.38),0.0
lingual-rh (-0.28),caudalmiddlefrontal-rh (-0.38),0.0
medialorbitofrontal-lh,caudalmiddlefrontal-rh (-0.38),0.0
medialorbitofrontal-rh,caudalmiddlefrontal-rh (-0.38),0.0
middletemporal-rh (-0.30),caudalmiddlefrontal-rh (-0.38),0.0
paracentral-lh (-0.26),caudalmiddlefrontal-rh (-0.38),0.0
paracentral-lh (-0.29),caudalmiddlefrontal-rh (-0.38),0.0
paracentral-rh (-0.22),caudalmiddlefrontal-rh (-0.38),0.0
parahippocampal-lh (-0.39),caudalmiddlefrontal-rh (-0.38),0.0
parahippocampal-rh,caudalmiddlefrontal-rh (-0.38),0.0
parahippocampal-rh (-0.28),caudalmiddlefrontal-rh (-0.38),0.0
parsopercularis-lh,caudalmiddlefrontal-rh (-0.38),0.0
parsopercularis-rh (-0.22),caudalmiddlefrontal-rh (-0.38),0.0
parsorbitalis-rh (-0.28),caudalmiddlefrontal-rh (-0.38),0.0
parstriangularis-lh,caudalmiddlefrontal-rh (-0.38),0.0
parstriangularis-rh,caudalmiddlefrontal-rh (-0.38),0.0
pericalcarine-rh,caudalmiddlefrontal-rh (-0.38),0.0
posteriorcingulate-lh,caudalmiddlefrontal-rh (-0.38),0.0
posteriorcingulate-rh,caudalmiddlefrontal-rh (-0.38),0.0
precentral-lh,caudalmiddlefrontal-rh (-0.38),0.0
precentral-rh (-0.26),caudalmiddlefrontal-rh (-0.38),0.0
precuneus-lh,caudalmiddlefrontal-rh (-0.38),0.0
precuneus-rh,caudalmiddlefrontal-rh (-0.38),0.0
rostralanteriorcingulate-lh (-0.27),caudalmiddlefrontal-rh (-0.38),0.0
rostralanteriorcingulate-lh (-0.33),caudalmiddlefrontal-rh (-0.38),0.0
rostralanteriorcingulate-rh (-0.32),caudalmiddlefrontal-rh (-0.38),0.0
rostralmiddlefrontal-lh,caudalmiddlefrontal-rh (-0.38),0.0
rostralmiddlefrontal-rh (-0.29),caudalmiddlefrontal-rh (-0.38),0.0
superiorfrontal-lh (-0.25),caudalmiddlefrontal-rh (-0.38),0.0
superiorparietal-lh (-0.34),caudalmiddlefrontal-rh (-0.38),0.0
superiorparietal-rh,caudalmiddlefrontal-rh (-0.38),0.0
superiortemporal-lh,caudalmiddlefrontal-rh (-0.38),0.0
superiortemporal-rh (-0.32),caudalmiddlefrontal-rh (-0.38),0.0
supramarginal-lh (-0.36),caudalmiddlefrontal-rh (-0.38),0.0
temporalpole-lh (-0.21),caudalmiddlefrontal-rh (-0.38),0.0
temporalpole-rh (-0.30),caudalmiddlefrontal-rh (-0.38),0.0
bankssts-rh (-0.23),cuneus-lh,0.0
bankssts-rh (-0.29),cuneus-lh,0.5
caudalanteriorcingulate-lh (-0.38),cuneus-lh,0.0
caudalanteriorcingulate-rh (-0.33),cuneus-lh,0.0
caudalmiddlefrontal-lh,cuneus-lh,0.16666666666666685
caudalmiddlefrontal-rh (-0.38),cuneus-lh,0.0
entorhinal-lh,cuneus-lh,0.2500000000000001
entorhinal-lh (-0.35),cuneus-lh,0.0
entorhinal-rh,cuneus-lh,0.41666666666666663
entorhinal-rh (-0.27),cuneus-lh,0.5
frontalpole-rh (-0.28),cuneus-lh,0.0
fusiform-rh (-0.23),cuneus-lh,0.08333333333333337
fusiform-rh (-0.24),cuneus-lh,0.0
inferiorparietal-lh,cuneus-lh,0.1555118110236221
inferiorparietal-rh (-0.26),cuneus-lh,0.0
inferiortemporal-lh (-0.29),cuneus-lh,0.0
inferiortemporal-lh (-0.30),cuneus-lh,0.3333333333333335
insula-lh,cuneus-lh,0.41666666666666663
lateraloccipital-lh (-0.31),cuneus-lh,0.0
lateraloccipital-rh,cuneus-lh,0.08333333333333337
lateraloccipital-rh (-0.29),cuneus-lh,0.2499999999999999
lateralorbitofrontal-lh,cuneus-lh,0.0
lateralorbitofrontal-lh (-0.27),cuneus-lh,0.0
lateralorbitofrontal-rh (-0.25),cuneus-lh,0.0
lingual-lh,cuneus-lh,0.2499999999999999
lingual-lh (-0.34),cuneus-lh,0.3333333333333335
lingual-rh (-0.28),cuneus-lh,0.3333333333333335
medialorbitofrontal-lh,cuneus-lh,0.08333333333333326
medialorbitofrontal-rh,cuneus-lh,0.08333333333333326
middletemporal-rh (-0.30),cuneus-lh,0.0
paracentral-lh (-0.26),cuneus-lh,0.08333333333333337
paracentral-lh (-0.29),cuneus-lh,0.0
paracentral-rh (-0.22),cuneus-lh,0.0
parahippocampal-lh (-0.39),cuneus-lh,0.0
parahippocampal-rh,cuneus-lh,0.41666666666666663
parahippocampal-rh (-0.28),cuneus-lh,0.5
parsopercularis-lh,cuneus-lh,0.2777777777777777
parsopercularis-rh (-0.22),cuneus-lh,0.08333333333333337
parsorbitalis-rh (-0.28),cuneus-lh,0.0
